"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","10-Feb-2022","       3760.55","       3789.80","       3789.80","       3758.00","       3765.70","       3770.35","       3771.41","    2112459","          7966959377.85","     127158","    1512559","         71.60"
"TCS","EQ","11-Feb-2022","       3770.35","       3752.50","       3752.50","       3690.00","       3693.00","       3694.95","       3703.65","    3851488","         14264552938.20","     242420","    2684979","         69.71"
"TCS","EQ","14-Feb-2022","       3694.95","       3724.00","       3793.25","       3710.00","       3729.15","       3733.75","       3749.84","    5951745","         22318114654.20","     452110","    3157466","         53.05"
"TCS","EQ","15-Feb-2022","       3733.75","       3786.00","       3835.00","       3748.00","       3832.95","       3817.80","       3784.27","    3931683","         14878547124.95","     347451","    2283223","         58.07"
"TCS","EQ","16-Feb-2022","       3817.80","       3844.00","       3854.10","       3806.00","       3810.00","       3813.10","       3822.91","    3256906","         12450874614.35","     224789","    1989270","         61.08"
"TCS","EQ","17-Feb-2022","       3813.10","       3825.00","       3835.00","       3779.00","       3783.85","       3784.20","       3796.61","    3134372","         11900002924.70","     259784","    2140343","         68.29"
"TCS","EQ","18-Feb-2022","       3784.20","       3769.00","       3815.95","       3757.60","       3800.00","       3793.90","       3788.53","    3688883","         13975451807.20","     286278","    2727483","         73.94"
"TCS","EQ","21-Feb-2022","       3793.90","       3810.00","       3827.80","       3705.55","       3719.35","       3719.40","       3746.53","    7465922","         27971335681.40","     521065","    4843446","         64.87"
"TCS","EQ","22-Feb-2022","       3719.40","       3650.00","       3667.90","       3570.00","       3590.00","       3586.40","       3596.79","    5408531","         19453348172.20","     334519","    3214082","         59.43"
"TCS","EQ","23-Feb-2022","       3586.40","       3611.00","       3622.90","       3555.65","       3571.90","       3563.80","       3581.54","    2426203","          8689549721.75","     166091","    1476108","         60.84"
"TCS","EQ","24-Feb-2022","       3563.80","       3474.00","       3483.85","       3391.10","       3400.45","       3401.65","       3440.54","    5039136","         17337349379.30","     344070","    3127576","         62.07"
"TCS","EQ","25-Feb-2022","       3401.65","       3468.00","       3530.00","       3462.00","       3525.00","       3520.75","       3508.31","    2549723","          8945212715.30","     178046","    1286087","         50.44"
"TCS","EQ","28-Feb-2022","       3520.75","       3490.00","       3563.75","       3455.90","       3550.15","       3554.20","       3529.86","    3288942","         11609499907.55","     157832","    1957822","         59.53"
"TCS","EQ","02-Mar-2022","       3554.20","       3552.50","       3571.95","       3506.00","       3549.00","       3546.15","       3537.16","    2761341","          9767303515.95","     159497","    1608352","         58.25"
"TCS","EQ","03-Mar-2022","       3546.15","       3562.85","       3578.60","       3530.10","       3544.00","       3544.40","       3553.27","    1928039","          6850848054.25","     162316","    1095452","         56.82"
"TCS","EQ","04-Mar-2022","       3544.40","       3501.50","       3561.20","       3487.05","       3519.80","       3524.35","       3525.56","    2370257","          8356482128.95","     150154","    1412782","         59.60"
"TCS","EQ","07-Mar-2022","       3524.35","       3450.00","       3548.00","       3431.55","       3481.10","       3484.90","       3491.46","    3054130","         10663373904.35","     240636","    1842815","         60.34"
"TCS","EQ","08-Mar-2022","       3484.90","       3460.00","       3609.00","       3460.00","       3594.00","       3599.95","       3570.91","    3300992","         11787552347.95","     182907","    1897296","         57.48"
"TCS","EQ","09-Mar-2022","       3599.95","       3605.00","       3654.00","       3597.05","       3640.70","       3632.60","       3631.79","    2719654","          9877225026.50","     171411","    1493364","         54.91"
"TCS","EQ","10-Mar-2022","       3632.60","       3684.00","       3684.00","       3615.00","       3621.05","       3620.95","       3639.93","    2005441","          7299662362.80","     129608","    1143533","         57.02"
"TCS","EQ","11-Mar-2022","       3620.95","       3603.25","       3639.85","       3592.85","       3603.00","       3599.15","       3615.45","    1623423","          5869407353.85","     119798","     997926","         61.47"
"TCS","EQ","14-Mar-2022","       3599.15","       3580.00","       3648.35","       3580.00","       3645.00","       3643.00","       3620.43","    1765688","          6392547278.65","     119156","     947609","         53.67"
"TCS","EQ","15-Mar-2022","       3643.00","       3659.00","       3659.00","       3585.40","       3598.00","       3593.90","       3627.90","    3651133","         13245962358.70","     154118","    2937815","         80.46"
"TCS","EQ","16-Mar-2022","       3593.90","       3640.50","       3668.00","       3616.25","       3657.55","       3655.90","       3640.94","    3090475","         11252241518.05","      94898","    2374997","         76.85"
"TCS","EQ","17-Mar-2022","       3655.90","       3696.60","       3710.00","       3660.30","       3674.95","       3672.75","       3685.79","    3600452","         13270520963.00","     139747","    2281677","         63.37"
"TCS","EQ","21-Mar-2022","       3672.75","       3696.00","       3713.95","       3615.00","       3620.00","       3626.70","       3650.28","    2413831","          8811169624.50","     131933","    1443014","         59.78"
"TCS","EQ","22-Mar-2022","       3626.70","       3640.00","       3711.00","       3625.00","       3704.95","       3700.95","       3674.13","    2907611","         10682934318.30","     124599","    1931906","         66.44"
"TCS","EQ","23-Mar-2022","       3700.95","       3708.00","       3729.80","       3690.00","       3710.00","       3712.40","       3708.22","    1596195","          5919042115.35","      82816","     803477","         50.34"
"TCS","EQ","24-Mar-2022","       3712.40","       3700.00","       3758.20","       3695.00","       3740.50","       3749.85","       3741.33","    1879046","          7030133316.70","      86810","    1248970","         66.47"
"TCS","EQ","25-Mar-2022","       3749.85","       3759.90","       3779.50","       3672.00","       3710.00","       3707.45","       3716.53","    1690133","          6281432591.55","     101622","     951033","         56.27"
"TCS","EQ","28-Mar-2022","       3707.45","       3695.00","       3713.00","       3661.20","       3700.00","       3707.70","       3689.86","    1760990","          6497804966.20","     119630","     878863","         49.91"
"TCS","EQ","29-Mar-2022","       3707.70","       3694.75","       3722.00","       3691.00","       3701.00","       3705.35","       3707.08","    2689063","          9968577738.75","     166424","    1876469","         69.78"
"TCS","EQ","30-Mar-2022","       3705.35","       3738.00","       3738.00","       3706.20","       3730.00","       3731.55","       3723.34","    1583455","          5895744278.15","     109724","    1071594","         67.67"
"TCS","EQ","31-Mar-2022","       3731.55","       3740.00","       3754.65","       3720.20","       3742.85","       3739.95","       3743.43","    2168110","          8116163209.35","     146788","    1597155","         73.67"
"TCS","EQ","01-Apr-2022","       3739.95","       3748.00","       3763.00","       3728.05","       3759.00","       3758.75","       3747.37","    1387014","          5197652138.25","      91136","     897433","         64.70"
"TCS","EQ","04-Apr-2022","       3758.75","       3762.00","       3780.00","       3737.10","       3771.00","       3770.35","       3767.16","    1472994","          5548997654.95","     101419","     919895","         62.45"
"TCS","EQ","05-Apr-2022","       3770.35","       3772.00","       3835.60","       3772.00","       3812.50","       3814.80","       3813.04","    2314947","          8826982342.80","     163963","    1228409","         53.06"
"TCS","EQ","06-Apr-2022","       3814.80","       3809.30","       3809.30","       3731.15","       3752.00","       3755.35","       3761.93","    2051729","          7718464770.35","     132368","    1245604","         60.71"
"TCS","EQ","07-Apr-2022","       3755.35","       3745.50","       3745.50","       3679.00","       3682.95","       3684.15","       3705.25","    2494829","          9243973241.15","     149240","    1814089","         72.71"
"TCS","EQ","08-Apr-2022","       3684.15","       3690.00","       3705.00","       3642.50","       3690.05","       3685.65","       3677.34","    2296773","          8446026504.20","     134082","    1503584","         65.47"
"TCS","EQ","11-Apr-2022","       3685.65","       3690.00","       3712.35","       3656.10","       3699.00","       3696.40","       3690.42","    2291660","          8457191677.85","     171882","    1175930","         51.31"
"TCS","EQ","12-Apr-2022","       3696.40","       3683.00","       3739.00","       3648.35","       3686.00","       3691.10","       3706.35","    4483476","         16617340654.70","     254563","    1662462","         37.08"
"TCS","EQ","13-Apr-2022","       3691.10","       3707.00","       3709.85","       3655.55","       3664.95","       3661.95","       3673.55","    1621672","          5957287429.65","     103822","     871209","         53.72"
"TCS","EQ","18-Apr-2022","       3661.95","       3610.00","       3610.00","       3522.50","       3531.80","       3528.05","       3548.77","    3820792","         13559130603.80","     324929","    2676562","         70.05"
"TCS","EQ","19-Apr-2022","       3528.05","       3550.00","       3563.55","       3439.15","       3462.00","       3471.90","       3508.54","    3170014","         11122129456.75","     208443","    2190202","         69.09"
"TCS","EQ","20-Apr-2022","       3471.90","       3500.00","       3569.15","       3480.00","       3558.00","       3556.80","       3546.74","    2640370","          9364702419.10","     185024","    1703183","         64.51"
"TCS","EQ","21-Apr-2022","       3556.80","       3580.00","       3644.00","       3567.40","       3621.00","       3628.65","       3619.23","    2280996","          8255439639.10","     136751","    1468817","         64.39"
"TCS","EQ","22-Apr-2022","       3628.65","       3581.10","       3617.00","       3571.50","       3613.00","       3612.55","       3602.06","    1581465","          5696536818.60","      93552","     992489","         62.76"
"TCS","EQ","25-Apr-2022","       3612.55","       3558.00","       3584.00","       3533.10","       3546.05","       3548.20","       3557.80","    1960694","          6975753255.70","     146368","    1249532","         63.73"
"TCS","EQ","26-Apr-2022","       3548.20","       3575.15","       3587.90","       3518.15","       3544.00","       3546.30","       3550.67","    1943469","          6900626735.65","     139910","    1223001","         62.93"
"TCS","EQ","27-Apr-2022","       3546.30","       3546.00","       3568.45","       3506.30","       3560.00","       3561.20","       3540.41","    1727648","          6116579202.75","     111612","    1068875","         61.87"
"TCS","EQ","28-Apr-2022","       3561.20","       3588.00","       3604.40","       3538.05","       3580.00","       3584.30","       3574.03","    1703660","          6088933925.50","     122574","    1117294","         65.58"
"TCS","EQ","29-Apr-2022","       3584.30","       3597.00","       3623.25","       3536.85","       3548.00","       3546.70","       3576.78","    2051115","          7336393454.55","     107015","    1349216","         65.78"
"TCS","EQ","02-May-2022","       3546.70","       3519.90","       3547.95","       3492.75","       3538.70","       3542.40","       3520.91","    1324161","          4662247237.85","     118662","     837858","         63.27"
"TCS","EQ","04-May-2022","       3542.40","       3538.50","       3545.45","       3465.30","       3483.80","       3479.75","       3511.35","    2305825","          8096556485.00","     174763","    1533599","         66.51"
"TCS","EQ","05-May-2022","       3479.75","       3512.10","       3533.00","       3485.35","       3508.75","       3513.40","       3511.10","    1612262","          5660812779.40","      93993","     994905","         61.71"
"TCS","EQ","06-May-2022","       3513.40","       3459.00","       3474.50","       3424.50","       3443.15","       3432.60","       3444.54","    2010812","          6926321262.70","     184661","    1157843","         57.58"
"TCS","EQ","09-May-2022","       3432.60","       3398.00","       3456.00","       3346.85","       3445.05","       3445.10","       3410.95","    2481830","          8465389113.20","     163369","    1520203","         61.25"
"TCS","EQ","10-May-2022","       3445.10","       3434.00","       3464.80","       3422.00","       3439.50","       3438.75","       3448.48","    1622685","          5595800071.90","     145050","    1116707","         68.82"
"TCS","EQ","11-May-2022","       3438.75","       3435.00","       3448.45","       3382.15","       3422.25","       3412.00","       3411.67","    1841769","          6283511939.40","     144928","    1066170","         57.89"
"TCS","EQ","12-May-2022","       3412.00","       3378.00","       3449.70","       3350.10","       3413.25","       3408.65","       3415.90","    2807195","          9589106457.90","     194805","    1630791","         58.09"
"TCS","EQ","13-May-2022","       3408.65","       3435.00","       3439.90","       3382.15","       3409.00","       3414.90","       3409.83","    2187823","          7460096134.45","     148468","    1326058","         60.61"
"TCS","EQ","16-May-2022","       3414.90","       3415.00","       3430.00","       3366.60","       3385.00","       3376.80","       3399.01","    1195813","          4064578939.80","      84979","     698049","         58.37"
"TCS","EQ","17-May-2022","       3376.80","       3370.00","       3467.00","       3350.40","       3466.75","       3451.60","       3410.54","    1754076","          5982349029.05","     126169","    1022602","         58.30"
"TCS","EQ","18-May-2022","       3451.60","       3465.00","       3495.00","       3443.05","       3455.00","       3448.80","       3467.64","    1866781","          6473331671.20","     114108","    1166592","         62.49"
"TCS","EQ","19-May-2022","       3448.80","       3397.00","       3405.00","       3230.00","       3271.90","       3261.95","       3300.30","    4642963","         15323179100.30","     377211","    2952123","         63.58"
"TCS","EQ","20-May-2022","       3261.95","       3310.00","       3313.90","       3270.05","       3299.00","       3293.00","       3291.06","    3065125","         10087497473.50","     157647","    1971441","         64.32"
"TCS","EQ","23-May-2022","       3293.00","       3304.80","       3338.90","       3267.00","       3317.10","       3321.75","       3310.62","    2293690","          7593529392.30","     139905","    1387824","         60.51"
"TCS","EQ","24-May-2022","       3321.75","       3315.15","       3324.85","       3275.60","       3291.90","       3288.00","       3295.55","    1711510","          5640372449.00","     113563","    1040626","         60.80"
"TCS","EQ","25-May-2022","       3288.00","       3292.85","       3292.85","       3154.05","       3165.25","       3167.65","       3195.48","    3548046","         11337725211.90","     234787","    2233846","         62.96"
