"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HCLTECH","EQ","22-Apr-2022","       1099.20","       1086.60","       1134.95","       1081.10","       1102.50","       1102.05","       1113.66","    9567571","         10655040152.60","     236066","    3832354","         40.06"
"HCLTECH","EQ","25-Apr-2022","       1102.05","       1096.90","       1098.00","       1077.30","       1092.00","       1089.85","       1089.22","    3565801","          3883934617.50","     129018","    1821396","         51.08"
"HCLTECH","EQ","26-Apr-2022","       1089.85","       1104.00","       1107.00","       1085.05","       1095.00","       1094.30","       1097.25","    3213714","          3526260606.60","     111425","    2177631","         67.76"
"HCLTECH","EQ","27-Apr-2022","       1094.30","       1087.00","       1099.90","       1074.60","       1099.00","       1095.60","       1084.88","    3288792","          3567939652.90","     147267","    2164422","         65.81"
"HCLTECH","EQ","28-Apr-2022","       1095.60","       1092.00","       1102.30","       1073.30","       1092.00","       1092.50","       1086.95","    5202061","          5654404663.00","     129605","    3460860","         66.53"
"HCLTECH","EQ","29-Apr-2022","       1092.50","       1094.00","       1100.50","       1074.35","       1085.80","       1079.25","       1088.78","    2988180","          3253459406.85","      70277","    1609488","         53.86"
"HCLTECH","EQ","02-May-2022","       1079.25","       1073.00","       1082.00","       1062.00","       1067.35","       1066.90","       1068.71","    2584604","          2762179667.35","     119347","    1619368","         62.65"
"HCLTECH","EQ","04-May-2022","       1066.90","       1075.90","       1076.00","       1035.80","       1048.00","       1044.95","       1055.35","    3385725","          3573133332.45","     117458","    1937178","         57.22"
"HCLTECH","EQ","05-May-2022","       1044.95","       1059.00","       1075.20","       1047.10","       1072.50","       1072.05","       1065.38","    2982126","          3177088068.70","     111945","    1715637","         57.53"
"HCLTECH","EQ","06-May-2022","       1072.05","       1049.90","       1056.65","       1028.95","       1052.90","       1050.20","       1045.61","    4075606","          4261494345.00","     122220","    2342183","         57.47"
"HCLTECH","EQ","09-May-2022","       1050.20","       1044.00","       1082.90","       1034.10","       1082.90","       1076.10","       1066.84","    4207192","          4488396758.35","     137671","    2208834","         52.50"
"HCLTECH","EQ","10-May-2022","       1076.10","       1073.00","       1085.00","       1066.60","       1069.00","       1072.55","       1077.02","    2473518","          2664027345.60","      97900","    1420841","         57.44"
"HCLTECH","EQ","11-May-2022","       1072.55","       1069.00","       1079.30","       1054.05","       1062.55","       1060.90","       1063.10","    2895668","          3078380431.15","     111165","    1655764","         57.18"
"HCLTECH","EQ","12-May-2022","       1060.90","       1050.10","       1070.95","       1043.75","       1062.00","       1059.40","       1061.79","    3195189","          3392615351.40","      92049","    1635357","         51.18"
"HCLTECH","EQ","13-May-2022","       1059.40","       1070.00","       1078.00","       1045.10","       1050.05","       1052.15","       1064.35","    2496626","          2657283641.35","      81165","    1426750","         57.15"
"HCLTECH","EQ","16-May-2022","       1052.15","       1054.00","       1066.95","       1040.20","       1045.00","       1044.55","       1048.66","    1415370","          1484245113.15","      56421","     708056","         50.03"
"HCLTECH","EQ","17-May-2022","       1044.55","       1058.20","       1086.00","       1045.35","       1083.55","       1082.90","       1072.20","    2620776","          2809985250.25","      90961","    1450701","         55.35"
"HCLTECH","EQ","18-May-2022","       1082.90","       1083.55","       1097.35","       1070.80","       1073.00","       1073.70","       1085.73","    2865869","          3111559303.70","      86787","    1667915","         58.20"
"HCLTECH","EQ","19-May-2022","       1073.70","       1055.10","       1058.30","       1004.60","       1011.40","       1009.40","       1023.73","    4729354","          4841604334.10","     166504","    3127242","         66.12"
"HCLTECH","EQ","20-May-2022","       1009.40","       1029.00","       1034.50","       1016.80","       1026.55","       1028.85","       1027.27","    2005622","          2060316713.85","      81665","    1091119","         54.40"
"HCLTECH","EQ","23-May-2022","       1028.85","       1023.00","       1037.00","       1014.75","       1016.00","       1018.30","       1025.49","    2285466","          2343722306.20","      78917","    1408050","         61.61"
"HCLTECH","EQ","24-May-2022","       1018.30","       1022.05","       1022.40","        987.00","        993.00","        991.75","        997.82","    3418456","          3411011764.35","     149665","    2180214","         63.78"
"HCLTECH","EQ","25-May-2022","        991.75","        992.00","        992.80","        963.00","        974.50","        974.45","        973.38","    3904551","          3800595296.70","     114710","    2558640","         65.53"
